ses 23:03:07 11:02:05 oc:261560 used:245766 myfree:15794 brfree:101817   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:2 used:12 bought:15236 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 11:06:05 oc:261630 used:245848 myfree:15782 brfree:101822   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:2 used:12 bought:15239 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 11:18:03 oc:261782 used:246193 myfree:15589 brfree:101963   lot:1 d:0.01 price:6.13 opened:2 closed:0 hung:1 used:6 bought:15241 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 11:26:05 oc:261630 used:246428 myfree:15202 brfree:102072   lot:1 d:0.01 price:6.12 opened:4 closed:0 hung:0 used:0 bought:0 DProfitR: None DProfit: 0 
ses 23:03:07 11:33:05 oc:261630 used:247490 myfree:14140 brfree:102536   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:1 used:6 bought:15250 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 11:42:03 oc:261477 used:247524 myfree:13953 brfree:102560   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:1 used:6 bought:15252 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 11:55:03 oc:261548 used:247607 myfree:13941 brfree:102653   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:1 used:6 bought:15254 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 12:05:01 oc:261630 used:247701 myfree:13929 brfree:102626   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:0 used:0 bought:0 DProfitR: None DProfit: 0 
ses 23:03:07 12:11:08 oc:261630 used:248064 myfree:13566 brfree:102815   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:1 used:6 bought:15258 DProfitR: 0 DProfit: 0.0 
ses 23:03:07 12:17:04 oc:261619 used:247364 myfree:14255 brfree:102456   lot:1 d:0.01 price:6.12 opened:1 closed:0 hung:1 used:6 bought:15260 DProfitR: 0 DProfit: 0.0 
ses 23:03:13 11:10:08 oc:287336 used:267993 myfree:19343 brfree:111464   lot:1 d:0.01 price:6.16 opened:1 closed:0 hung:0 used:0 bought:0 DProfitR: None DProfit: 0 
ses 23:03:13 14:00:04 oc:287097 used:268672 myfree:18425 brfree:111758   lot:1 d:0.01 price:6.16 opened:2 closed:0 hung:0 used:6 bought:15268 DProfitR: 0 DProfit: 0.0 
ses 23:03:13 17:00:02 oc:285504 used:277762 myfree:7742 brfree:115816   lot:1 d:0.01 price:6.140000000000001 opened:9 closed:0 hung:0 used:6 bought:15273 DProfitR: 0 DProfit: 0.0 
ses 23:03:13 18:00:02 oc:285831 used:277953 myfree:7878 brfree:115831   lot:1 d:0.01 price:6.14 opened:1 closed:0 hung:0 used:6 bought:15288 DProfitR: 0 DProfit: 0.0 
ses 23:03:13 18:19:04 oc:285917 used:275975 myfree:9942 brfree:114964   lot:1 d:0.01 price:6.14 opened:1 closed:0 hung:0 used:6 bought:15292 DProfitR: 0 DProfit: 0.0 
ses 23:03:14 11:00:04 oc:296559 used:279086 myfree:17473 brfree:116304   lot:1 d:0.01 price:6.16 opened:4 closed:0 hung:0 used:6 bought:15294 DProfitR: 0 DProfit: 0.0 
ses 23:03:14 16:00:02 oc:296345 used:282040 myfree:14305 brfree:117651   lot:1 d:0.01 price:6.15 opened:1 closed:0 hung:0 used:6 bought:15303 DProfitR: 0 DProfit: 0.0 
ses 23:03:17 12:00:03 oc:334144 used:319742 myfree:14402 brfree:133999   lot:1 d:0.01 price:6.25 opened:12 closed:0 hung:0 used:6 bought:15306 DProfitR: 0 DProfit: 0.0 
ses 23:03:17 12:30:01 oc:334041 used:320346 myfree:13695 brfree:134263   lot:1 d:0.01 price:6.25 opened:1 closed:0 hung:0 used:6 bought:15318 DProfitR: 0 DProfit: 0.0 
ses 23:03:17 13:30:05 oc:334251 used:320039 myfree:14212 brfree:134127   lot:1 d:0.01 price:6.25 opened:0 closed:0 hung:0 used:6 bought:15321 DProfitR: 0 DProfit: 0.0 
ses 23:03:17 14:00:01 oc:333891 used:322137 myfree:11754 brfree:135112   lot:1 d:0.01 price:6.25 opened:1 closed:0 hung:0 used:6 bought:15321 DProfitR: 0 DProfit: 0.0 
ses 23:03:17 18:00:01 oc:337407 used:325903 myfree:11504 brfree:136653   lot:1 d:0.01 price:6.29 opened:2 closed:0 hung:0 used:6 bought:15324 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 10:40:01 oc:367577 used:351677 myfree:15900 brfree:147791   lot:1 d:0.01 price:6.37 opened:8 closed:0 hung:0 used:6 bought:15332 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 11:20:01 oc:367320 used:353317 myfree:14003 brfree:148565   lot:1 d:0.01 price:6.36 opened:2 closed:0 hung:0 used:6 bought:15341 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 13:00:01 oc:367880 used:353162 myfree:14718 brfree:148484   lot:1 d:0.01 price:6.36 opened:1 closed:0 hung:0 used:6 bought:15375 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 14:00:00 oc:368035 used:354815 myfree:13220 brfree:149185   lot:1 d:0.01 price:6.37 opened:31 closed:0 hung:0 used:6 bought:15378 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 15:00:02 oc:368656 used:350853 myfree:17803 brfree:147517   lot:1 d:0.01 price:6.37 opened:1 closed:0 hung:0 used:6 bought:15413 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 16:00:01 oc:369576 used:350685 myfree:18891 brfree:147374   lot:1 d:0.01 price:6.37 opened:5 closed:0 hung:0 used:6 bought:15415 DProfitR: 0 DProfit: 0.0 
ses 23:03:21 18:00:02 oc:368505 used:354999 myfree:13506 brfree:149385   lot:1 d:0.01 price:6.36 opened:3 closed:0 hung:0 used:6 bought:15421 DProfitR: 0 DProfit: 0.0 
ses 23:03:31 11:10:01 oc:375369 used:373749 myfree:1620 brfree:157361   lot:1 d:0.01 price:6.42 opened:3 closed:0 hung:0 used:6 bought:15426 DProfitR: 0 DProfit: 0.0 
ses 23:03:31 11:40:04 oc:375407 used:373845 myfree:1562 brfree:157441   lot:1 d:0.01 price:6.43 opened:7 closed:0 hung:0 used:6 bought:15429 DProfitR: 0 DProfit: 0.0 
ses 23:03:31 12:40:03 oc:374592 used:373042 myfree:1550 brfree:157089   lot:1 d:0.01 price:6.43 opened:1 closed:0 hung:0 used:6 bought:15433 DProfitR: 0 DProfit: 0.0 
ses 23:04:12 10:59:06 PR:0 used:390035 myfree:21064 brfree:164326   lot:1 opened:2 closed:0 hung:3 used:19 bought:15455 DProfitR: 0 DProfit: 0.0 
ses 23:04:12 11:59:06 PR:0 used:390204 myfree:20932 brfree:164384   lot:1 opened:16 closed:0 hung:18 used:119 bought:15457 DProfitR: 0 DProfit: 0.0 
ses 23:04:12 13:59:07 PR:0 used:391680 myfree:21035 brfree:164965   lot:1 opened:2 closed:0 hung:3 used:19 bought:15481 DProfitR: 0 DProfit: 0.0 
ses 23:04:12 14:59:04 PR:0 used:391455 myfree:21224 brfree:164928   lot:1 opened:1 closed:0 hung:2 used:13 bought:15483 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 10:59:07 PR:0 used:393043 myfree:19194 brfree:165612   lot:1 opened:1 closed:0 hung:3 used:19 bought:15484 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 11:59:09 PR:0 used:393576 myfree:18553 brfree:172134   lot:1 opened:2 closed:0 hung:3 used:19 bought:15486 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 12:59:01 PR:0 used:388039 myfree:23633 brfree:199871   lot:1 opened:1 closed:0 hung:2 used:13 bought:15488 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 13:59:05 PR:0 used:388731 myfree:22668 brfree:213054   lot:1 opened:2 closed:0 hung:3 used:19 bought:15489 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 14:59:08 PR:0 used:331780 myfree:79832 brfree:236921   lot:1 opened:2 closed:0 hung:3 used:19 bought:15491 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 15:59:06 PR:0 used:331587 myfree:79898 brfree:237399   lot:1 opened:1 closed:0 hung:2 used:13 bought:15493 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 16:59:05 PR:0 used:330776 myfree:80394 brfree:248824   lot:1 opened:1 closed:0 hung:2 used:13 bought:15494 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 17:59:00 PR:0 used:285158 myfree:126219 brfree:258036   lot:1 opened:1 closed:0 hung:2 used:13 bought:15495 DProfitR: 0 DProfit: 0.0 
ses 23:04:13 18:45:06 PR:0 used:285260 myfree:126126 brfree:258222   lot:1 opened:3 closed:0 hung:4 used:26 bought:15496 DProfitR: 0 DProfit: 0.0 
day 23:04:13 23:50:06 PR:0 used:254399 myfree:157338 brfree:252982   lot:1 opened:3 closed:0 hung:4 used:26 bought:15496 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 10:59:04 PR:0 used:287421 myfree:124304 brfree:259107   lot:1 opened:13 closed:0 hung:17 used:113 bought:15496 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 11:59:06 PR:0 used:255998 myfree:155691 brfree:266356   lot:1 opened:8 closed:0 hung:16 used:106 bought:15505 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 12:59:04 PR:0 used:273547 myfree:137298 brfree:263274   lot:1 opened:1 closed:0 hung:9 used:59 bought:15513 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 13:59:07 PR:0 used:273938 myfree:137306 brfree:263116   lot:1 opened:1 closed:0 hung:5 used:33 bought:15518 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 14:59:08 PR:0 used:244724 myfree:216569 brfree:272370   lot:1 opened:1 closed:0 hung:3 used:19 bought:15521 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 15:59:05 PR:0 used:244917 myfree:216052 brfree:280322   lot:1 opened:1 closed:0 hung:1 used:6 bought:15526 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 16:59:00 PR:0 used:243638 myfree:216719 brfree:280240   lot:1 opened:1 closed:0 hung:2 used:13 bought:15526 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 17:59:06 PR:0 used:244333 myfree:216244 brfree:280663   lot:1 opened:1 closed:0 hung:2 used:13 bought:15527 DProfitR: 0 DProfit: 0.0 
ses 23:04:14 18:45:00 PR:0 used:244129 myfree:216531 brfree:280613   lot:1 opened:1 closed:0 hung:2 used:13 bought:15528 DProfitR: 0 DProfit: 0.0 
day 23:04:14 23:50:01 PR:0 used:245749 myfree:214292 brfree:269517   lot:1 opened:1 closed:0 hung:2 used:13 bought:15528 DProfitR: 0 DProfit: 0.0 
ses 23.04.17 13:59:02  used:218745  myfree:242551  mymaxfree:242938  myminfree:242551  brfree:268268  oc:461296   run:440    lot:1   opened:1    closed:0    hung:1    used:6     bought:15535 ordersprofit:0   api_yield_fifo:18974  api_yield:18974  
ses 23.04.17 14:59:04  used:219496  myfree:241908  mymaxfree:241984  myminfree:241908  brfree:268691  oc:461404   run:74     lot:1   opened:1    closed:0    hung:1    used:6     bought:15537 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 15:59:02  used:276720  myfree:184831  mymaxfree:242442  myminfree:184831  brfree:268072  oc:461551   run:468    lot:1   opened:2    closed:0    hung:2    used:13    bought:15541 ordersprofit:0   api_yield_fifo:18974  api_yield:18974  
ses 23.04.17 16:59:02  used:277159  myfree:184409  mymaxfree:242442  myminfree:184409  brfree:268355  oc:461568   run:1162   lot:1   opened:1    closed:0    hung:2    used:13    bought:15542 ordersprofit:0   api_yield_fifo:18974  api_yield:18974  
ses 23.04.17 17:59:00  used:276131  myfree:185193  mymaxfree:185263  myminfree:183877  brfree:268277  oc:461324   run:614    lot:1   opened:1    closed:0    hung:1    used:6     bought:15545 ordersprofit:0   api_yield_fifo:18974  api_yield:18974  
ses 23.04.17 18:45:02  used:305510  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261403  oc:461207   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15545 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:09  used:305510  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261403  oc:461207   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15545 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:14  used:305510  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261403  oc:461207   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15545 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:19  used:305510  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261403  oc:461207   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15545 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:25  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:30  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:35  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:40  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:46  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:51  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:45:56  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:01  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:06  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:11  used:305352  myfree:155697  mymaxfree:186401  myminfree:154686  brfree:261473  oc:461049   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:17  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:22  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:27  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:32  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:37  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:43  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:48  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:53  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:46:58  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:03  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:09  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:14  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:19  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:25  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:30  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:35  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:40  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:45  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:50  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:47:56  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:01  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:06  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:12  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:17  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:22  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
ses 23.04.17 18:48:27  used:243988  myfree:217138  mymaxfree:217138  myminfree:154686  brfree:261476  oc:461126   run:1136   lot:1   opened:16   closed:0    hung:17   used:113   bought:15562 ordersprofit:0   api_yield_fifo:19130  api_yield:19130  
